order_id,order_date,region,category,product,quantity,price,discount,sales,profit
3368,2023-01-12,East,Electronics,Tablet,4,15000,20,48000.0,18547.23
3369,2023-02-14,North,Clothing,Shirt,2,1000,0,2000.0,434.85
3370,2024-08-25,South,Electronics,Phone,2,20000,15,34000.0,12489.62
3371,2024-12-14,South,Electronics,Phone,7,20000,20,112000.0,28532.08
3372,2023-03-25,East,Electronics,Phone,4,20000,20,64000.0,11270.92
3373,2023-06-14,West,Furniture,Chair,5,3000,5,14250.0,3766.9
3374,2024-12-16,South,Furniture,Table,2,7000,10,12600.0,3986.41
3375,2024-04-06,West,Clothing,Jacket,7,3000,20,16800.0,5995.87
3376,2024-09-27,West,Electronics,Tablet,3,15000,10,40500.0,12525.86
3377,2024-11-03,South,Electronics,Phone,2,20000,0,40000.0,15263.12
3378,2023-09-23,South,Furniture,Table,3,7000,10,18900.0,5019.32
3379,2024-12-19,North,Clothing,Shirt,3,1000,20,2400.0,327.69
3380,2023-06-02,North,Clothing,Shirt,3,1000,20,2400.0,447.08
3381,2024-09-26,South,Electronics,Laptop,3,50000,5,142500.0,30216.98
3382,2023-03-16,South,Electronics,Tablet,7,15000,20,84000.0,30603.64
3383,2023-11-04,West,Furniture,Sofa,4,20000,0,80000.0,15138.85
3384,2024-12-29,West,Electronics,Phone,4,20000,20,64000.0,18691.22
3385,2023-08-19,West,Furniture,Table,3,7000,0,21000.0,4357.0
3386,2023-09-23,North,Clothing,Jeans,5,2000,10,9000.0,974.61
3387,2024-05-27,North,Clothing,Jeans,5,2000,5,9500.0,3399.51
3388,2023-07-14,North,Clothing,Jacket,2,3000,15,5100.0,1502.49
3389,2024-04-23,North,Clothing,Shirt,3,1000,5,2850.0,1058.69
3390,2024-11-09,South,Electronics,Phone,6,20000,20,96000.0,23590.02
3391,2023-03-16,North,Furniture,Chair,5,3000,15,12750.0,3263.34
3392,2024-04-18,East,Clothing,Shirt,2,1000,20,1600.0,395.63
3393,2024-11-20,North,Furniture,Table,3,7000,0,21000.0,2708.6
3394,2024-10-29,South,Furniture,Sofa,1,20000,15,17000.0,4914.26
3395,2023-06-30,South,Electronics,Laptop,1,50000,10,45000.0,8214.25
3396,2024-04-28,North,Furniture,Chair,3,3000,20,7200.0,1086.5
3397,2024-01-25,West,Furniture,Sofa,4,20000,10,72000.0,23215.74
3398,2023-10-18,North,Electronics,Laptop,2,50000,15,85000.0,9216.41
3399,2024-01-12,South,Clothing,Jacket,3,3000,5,8550.0,2549.66
3400,2024-09-25,North,Electronics,Tablet,3,15000,5,42750.0,9869.58
3401,2024-02-08,East,Furniture,Sofa,3,20000,20,48000.0,6265.36
3402,2023-10-19,North,Clothing,Jeans,3,2000,0,6000.0,2098.98
3403,2024-04-26,East,Electronics,Laptop,3,50000,5,142500.0,15469.36
3404,2024-09-30,South,Furniture,Table,2,7000,5,13300.0,2705.82
3405,2023-10-16,South,Furniture,Table,2,7000,15,11900.0,1518.17
3406,2023-06-28,North,Electronics,Phone,6,20000,20,96000.0,25443.0
3407,2023-06-18,South,Furniture,Chair,1,3000,10,2700.0,889.73
3408,2024-09-16,East,Furniture,Sofa,1,20000,10,18000.0,6024.08
3409,2024-01-31,South,Electronics,Tablet,5,15000,10,67500.0,17760.16
3410,2024-02-26,South,Electronics,Phone,1,20000,0,20000.0,3270.77
3411,2024-12-22,North,Electronics,Phone,2,20000,5,38000.0,5407.19
3412,2024-01-04,West,Clothing,Shirt,1,1000,15,850.0,220.53
3413,2023-06-13,North,Clothing,Jeans,1,2000,15,1700.0,199.72
3414,2024-04-19,East,Clothing,Jeans,5,2000,15,8500.0,1379.85
3415,2023-03-26,North,Furniture,Chair,3,3000,5,8550.0,2377.91
3416,2024-10-03,North,Electronics,Tablet,1,15000,5,14250.0,4505.75
3417,2023-11-14,East,Furniture,Sofa,3,20000,20,48000.0,18897.69
3418,2023-11-24,West,Clothing,Shirt,1,1000,10,900.0,315.95
3419,2023-05-31,South,Furniture,Sofa,1,20000,15,17000.0,3656.46
3420,2023-06-10,South,Clothing,Jacket,4,3000,20,9600.0,2015.95
3421,2024-03-04,East,Clothing,Jeans,3,2000,5,5700.0,1703.97
3422,2023-09-14,North,Electronics,Phone,3,20000,20,48000.0,5737.99
3423,2023-05-29,West,Electronics,Laptop,4,50000,15,170000.0,32630.15
3424,2024-08-30,West,Furniture,Sofa,3,20000,0,60000.0,8665.25
3425,2024-10-20,East,Electronics,Laptop,1,50000,0,50000.0,17501.51
3426,2023-01-01,East,Clothing,Jacket,5,3000,5,14250.0,2472.69
3427,2023-06-11,South,Furniture,Chair,3,3000,10,8100.0,1327.69
3428,2024-01-11,West,Electronics,Tablet,5,15000,10,67500.0,13950.28
3429,2024-06-06,North,Electronics,Phone,4,20000,10,72000.0,22175.84
3430,2023-01-13,North,Electronics,Tablet,3,15000,0,45000.0,14441.74
3431,2023-07-13,West,Electronics,Laptop,4,50000,15,170000.0,22869.41
3432,2024-01-15,East,Electronics,Laptop,5,50000,5,237500.0,72340.28
3433,2023-04-23,East,Furniture,Chair,4,3000,15,10200.0,1641.88
3434,2023-04-02,South,Electronics,Laptop,5,50000,5,237500.0,91612.23
3435,2023-03-22,South,Clothing,Jacket,5,3000,20,12000.0,4085.1
3436,2023-09-06,East,Electronics,Laptop,2,50000,5,95000.0,33762.07
3437,2023-08-18,North,Clothing,Shirt,1,1000,10,900.0,358.82
3438,2023-12-29,East,Electronics,Laptop,1,50000,10,45000.0,17752.6
3439,2024-04-15,West,Furniture,Table,3,7000,20,16800.0,5765.14
3440,2023-10-12,East,Furniture,Chair,3,3000,0,9000.0,1081.45
3441,2023-10-24,North,Electronics,Phone,2,20000,10,36000.0,3699.77
3442,2024-05-10,North,Clothing,Shirt,4,1000,0,4000.0,1227.16
3443,2023-07-01,West,Clothing,Shirt,3,1000,15,2550.0,786.88
3444,2023-07-05,East,Furniture,Sofa,6,20000,20,96000.0,18980.4
3445,2024-03-29,South,Clothing,Shirt,3,1000,10,2700.0,573.88
3446,2024-07-25,North,Electronics,Phone,4,20000,15,68000.0,17155.7
3447,2023-03-06,West,Furniture,Table,2,7000,15,11900.0,1344.98
3448,2023-12-26,South,Electronics,Phone,3,20000,15,51000.0,18280.22
3449,2023-05-29,North,Furniture,Sofa,2,20000,15,34000.0,6792.53
3450,2024-06-03,North,Furniture,Sofa,5,20000,5,95000.0,34076.4
3451,2023-02-09,East,Electronics,Phone,6,20000,20,96000.0,32563.05
3452,2024-01-20,West,Clothing,Jacket,3,3000,20,7200.0,852.91
3453,2023-01-19,North,Clothing,Jeans,2,2000,15,3400.0,740.37
3454,2024-11-15,East,Electronics,Phone,1,20000,0,20000.0,6030.79
3455,2024-10-07,North,Clothing,Jacket,4,3000,15,10200.0,2795.32
3456,2023-01-13,West,Clothing,Shirt,7,1000,20,5600.0,591.92
3457,2024-01-03,North,Electronics,Tablet,2,15000,20,24000.0,2753.94
3458,2024-06-24,North,Electronics,Tablet,3,15000,10,40500.0,7559.85
3459,2023-05-26,West,Clothing,Shirt,6,1000,20,4800.0,1191.64
3460,2023-06-03,East,Electronics,Tablet,2,15000,20,24000.0,8986.46
3461,2023-10-01,West,Clothing,Jeans,2,2000,15,3400.0,537.08
3462,2023-09-19,East,Clothing,Jeans,2,2000,20,3200.0,1279.18
3463,2024-11-06,East,Clothing,Jeans,1,2000,5,1900.0,411.78
3464,2023-08-20,South,Electronics,Phone,1,20000,10,18000.0,4984.35
3465,2023-11-24,North,Electronics,Tablet,1,15000,5,14250.0,5430.38
3466,2024-12-06,East,Furniture,Table,5,7000,20,28000.0,7031.1
3467,2023-02-25,North,Electronics,Laptop,4,50000,5,190000.0,68162.88
3468,2023-01-23,North,Furniture,Chair,5,3000,0,15000.0,2787.49
3469,2023-01-13,South,Electronics,Tablet,5,15000,20,60000.0,10654.08
3470,2024-08-16,South,Clothing,Shirt,4,1000,0,4000.0,443.47
3471,2023-10-18,West,Electronics,Laptop,4,50000,0,200000.0,24515.63
3472,2023-03-11,South,Furniture,Table,2,7000,15,11900.0,1923.89
3473,2023-10-01,East,Clothing,Jeans,4,2000,10,7200.0,2797.96
3474,2024-04-08,East,Electronics,Tablet,5,15000,0,75000.0,26007.46
3475,2023-11-12,East,Clothing,Shirt,2,1000,0,2000.0,361.6
3476,2023-01-29,South,Clothing,Jacket,2,3000,20,4800.0,954.21
3477,2024-03-27,West,Clothing,Jeans,3,2000,5,5700.0,1153.3
3478,2023-10-18,North,Clothing,Shirt,5,1000,0,5000.0,1455.35
3479,2024-08-10,North,Clothing,Shirt,1,1000,5,950.0,189.54
3480,2023-03-18,West,Furniture,Table,1,7000,15,5950.0,1763.33
3481,2023-01-28,East,Clothing,Shirt,1,1000,15,850.0,122.58
3482,2024-02-17,North,Clothing,Jacket,1,3000,15,2550.0,845.45
3483,2023-05-31,West,Furniture,Table,1,7000,15,5950.0,1908.84
3484,2024-02-01,West,Electronics,Laptop,2,50000,15,85000.0,8639.13
3485,2023-03-12,East,Electronics,Laptop,5,50000,5,237500.0,74301.64
3486,2023-09-21,East,Clothing,Jeans,4,2000,10,7200.0,2445.19
3487,2023-11-20,West,Clothing,Shirt,1,1000,10,900.0,234.88
3488,2024-10-27,South,Clothing,Jacket,4,3000,0,12000.0,2210.14
3489,2023-02-02,North,Furniture,Sofa,2,20000,20,32000.0,7534.03
3490,2024-07-07,East,Clothing,Jeans,3,2000,20,4800.0,1323.29
3491,2023-11-19,South,Electronics,Phone,3,20000,10,54000.0,10721.16
3492,2023-06-20,East,Electronics,Tablet,2,15000,5,28500.0,3255.39
3493,2024-03-05,North,Electronics,Phone,3,20000,5,57000.0,8150.46
3494,2024-07-10,East,Clothing,Shirt,3,1000,15,2550.0,989.32
3495,2023-09-13,North,Electronics,Laptop,5,50000,5,237500.0,90778.55
3496,2024-10-20,West,Clothing,Jacket,1,3000,5,2850.0,979.66
3497,2023-04-19,South,Clothing,Jacket,1,3000,5,2850.0,709.02
3498,2023-03-09,South,Furniture,Chair,2,3000,5,5700.0,810.98
3499,2023-05-04,West,Electronics,Phone,4,20000,0,80000.0,30664.01
3500,2024-06-24,West,Electronics,Laptop,5,50000,20,200000.0,33214.34
3501,2024-04-16,North,Electronics,Laptop,3,50000,15,127500.0,47739.56
3502,2023-11-16,North,Electronics,Laptop,4,50000,10,180000.0,52353.03
3503,2024-07-28,North,Electronics,Tablet,3,15000,5,42750.0,12172.77
3504,2023-08-04,North,Furniture,Chair,1,3000,10,2700.0,326.05
3505,2023-10-28,South,Electronics,Laptop,1,50000,10,45000.0,5088.59
3506,2024-07-05,East,Clothing,Shirt,2,1000,10,1800.0,303.0
3507,2023-01-06,South,Electronics,Phone,4,20000,10,72000.0,8337.35
3508,2023-07-24,North,Electronics,Phone,3,20000,20,48000.0,10124.56
3509,2024-11-07,North,Electronics,Laptop,3,50000,0,150000.0,27789.55
3510,2024-08-22,East,Furniture,Chair,1,3000,15,2550.0,533.66
3511,2023-08-27,East,Clothing,Shirt,4,1000,5,3800.0,1270.11
3512,2024-10-08,East,Electronics,Tablet,4,15000,15,51000.0,17064.35
3513,2024-09-25,South,Furniture,Sofa,5,20000,5,95000.0,16281.9
3514,2024-01-10,North,Electronics,Tablet,3,15000,5,42750.0,5281.42
3515,2023-05-09,East,Electronics,Phone,4,20000,15,68000.0,10329.67
3516,2023-01-03,West,Furniture,Table,1,7000,15,5950.0,854.71
3517,2023-06-20,West,Clothing,Shirt,4,1000,10,3600.0,772.52
3518,2024-12-29,West,Furniture,Sofa,4,20000,15,68000.0,9524.44
3519,2023-01-05,South,Electronics,Laptop,4,50000,0,200000.0,45724.29
3520,2023-08-12,West,Furniture,Chair,4,3000,10,10800.0,2380.85
3521,2023-10-04,North,Furniture,Chair,2,3000,15,5100.0,891.74
3522,2023-04-24,North,Clothing,Shirt,2,1000,20,1600.0,422.68
3523,2023-03-12,West,Clothing,Jeans,1,2000,5,1900.0,622.04
3524,2023-01-23,East,Electronics,Tablet,6,15000,20,72000.0,9435.42
3525,2023-12-30,South,Furniture,Table,5,7000,20,28000.0,10675.55
3526,2024-01-22,West,Furniture,Chair,4,3000,20,9600.0,2892.2
3527,2023-12-05,West,Furniture,Chair,5,3000,10,13500.0,1672.67
3528,2023-10-17,North,Electronics,Laptop,1,50000,0,50000.0,12238.02
3529,2024-01-28,South,Clothing,Shirt,4,1000,5,3800.0,1345.48
3530,2023-12-13,East,Electronics,Phone,4,20000,0,80000.0,20763.66
3531,2024-01-13,North,Clothing,Jacket,5,3000,15,12750.0,3044.65
3532,2023-02-06,South,Furniture,Chair,7,3000,20,16800.0,6148.8
3533,2023-09-26,West,Electronics,Laptop,4,50000,5,190000.0,25314.07
3534,2023-12-20,West,Furniture,Table,4,7000,10,25200.0,3900.74
3535,2024-01-28,West,Electronics,Tablet,1,15000,0,15000.0,3533.03
3536,2024-06-08,North,Furniture,Table,5,7000,20,28000.0,7319.36
3537,2023-03-09,East,Furniture,Table,4,7000,15,23800.0,6840.37
3538,2023-10-11,South,Furniture,Chair,5,3000,0,15000.0,2658.33
3539,2024-08-25,South,Electronics,Tablet,4,15000,0,60000.0,18358.61
3540,2024-04-13,East,Clothing,Jacket,2,3000,0,6000.0,1465.81
3541,2023-10-25,North,Furniture,Sofa,1,20000,10,18000.0,2157.42
3542,2024-12-20,West,Clothing,Jeans,3,2000,5,5700.0,946.34
3543,2023-07-03,South,Furniture,Chair,4,3000,0,12000.0,3594.45
3544,2023-03-11,East,Electronics,Laptop,5,50000,5,237500.0,32160.18
3545,2024-04-22,East,Electronics,Phone,3,20000,0,60000.0,6104.87
3546,2023-04-17,North,Furniture,Table,6,7000,20,33600.0,6950.02
3547,2023-02-10,West,Clothing,Shirt,5,1000,20,4000.0,690.96
3548,2023-07-28,East,Furniture,Sofa,5,20000,15,85000.0,18864.02
3549,2024-11-23,West,Clothing,Jeans,1,2000,0,2000.0,447.61
3550,2023-12-27,North,Electronics,Tablet,3,15000,20,36000.0,6835.84
3551,2023-07-06,West,Clothing,Shirt,2,1000,15,1700.0,485.75
3552,2024-09-02,West,Clothing,Shirt,5,1000,20,4000.0,942.65
3553,2024-07-09,North,Clothing,Shirt,2,1000,10,1800.0,569.33
3554,2024-12-06,South,Clothing,Shirt,4,1000,0,4000.0,1209.82
3555,2024-10-24,East,Electronics,Laptop,1,50000,15,42500.0,9733.2
3556,2024-09-14,East,Clothing,Jeans,5,2000,5,9500.0,3071.42
3557,2023-06-25,North,Furniture,Chair,4,3000,10,10800.0,1247.42
3558,2024-09-03,East,Furniture,Table,5,7000,10,31500.0,8001.54
3559,2023-12-27,North,Electronics,Tablet,2,15000,10,27000.0,8338.72
3560,2024-03-23,South,Clothing,Jeans,2,2000,10,3600.0,845.12
3561,2024-02-19,North,Clothing,Jeans,2,2000,5,3800.0,604.1
3562,2024-02-24,South,Clothing,Jeans,4,2000,5,7600.0,2478.27
3563,2023-11-17,East,Clothing,Jeans,6,2000,20,9600.0,1602.58
3564,2023-12-05,South,Clothing,Shirt,4,1000,15,3400.0,585.65
3565,2024-11-09,West,Clothing,Jacket,3,3000,5,8550.0,2390.31
3566,2023-09-14,East,Furniture,Chair,1,3000,5,2850.0,286.97
3567,2023-04-20,East,Clothing,Jeans,5,2000,0,10000.0,1026.2
3568,2024-12-21,South,Clothing,Jacket,3,3000,10,8100.0,892.59
3569,2024-10-08,West,Furniture,Sofa,6,20000,20,96000.0,27556.23
3570,2023-10-29,East,Clothing,Jacket,5,3000,10,13500.0,4960.8
3571,2024-10-24,North,Electronics,Tablet,3,15000,10,40500.0,7880.62
3572,2023-11-23,South,Electronics,Phone,3,20000,20,48000.0,14435.73
3573,2023-11-17,North,Clothing,Jeans,2,2000,15,3400.0,644.02
3574,2024-08-09,East,Furniture,Sofa,4,20000,0,80000.0,10603.55
3575,2023-04-07,East,Clothing,Jeans,3,2000,5,5700.0,2184.01
3576,2024-05-11,West,Electronics,Laptop,3,50000,15,127500.0,30517.14
3577,2024-11-23,South,Electronics,Phone,7,20000,20,112000.0,25368.77
3578,2023-06-06,South,Furniture,Chair,1,3000,10,2700.0,471.97
3579,2023-07-09,North,Furniture,Table,4,7000,10,25200.0,5421.51
3580,2024-03-19,West,Electronics,Phone,4,20000,20,64000.0,16592.78
3581,2024-08-19,West,Clothing,Shirt,1,1000,10,900.0,113.87
3582,2023-07-17,South,Furniture,Chair,3,3000,0,9000.0,3272.37
3583,2024-03-13,East,Electronics,Phone,4,20000,15,68000.0,11454.91
3584,2024-11-17,East,Furniture,Table,5,7000,10,31500.0,4029.7
3585,2024-09-17,North,Electronics,Laptop,3,50000,0,150000.0,17268.23
3586,2024-11-23,South,Electronics,Laptop,1,50000,0,50000.0,7345.43
3587,2023-03-09,South,Clothing,Jeans,4,2000,20,6400.0,966.65
3588,2024-11-22,East,Clothing,Shirt,3,1000,20,2400.0,719.63
3589,2024-11-12,East,Clothing,Jacket,3,3000,0,9000.0,2964.7
3590,2024-07-21,West,Furniture,Table,1,7000,15,5950.0,652.5
3591,2024-06-13,North,Furniture,Table,4,7000,20,22400.0,7244.68
3592,2024-12-15,South,Furniture,Sofa,2,20000,5,38000.0,8033.9
3593,2024-05-20,South,Clothing,Jeans,2,2000,15,3400.0,381.11
3594,2024-11-24,East,Clothing,Jeans,1,2000,15,1700.0,546.49
3595,2024-04-01,West,Furniture,Chair,2,3000,15,5100.0,580.52
3596,2024-10-15,West,Electronics,Tablet,5,15000,0,75000.0,21660.08
3597,2023-05-25,South,Electronics,Tablet,1,15000,15,12750.0,3903.13
3598,2023-10-08,North,Furniture,Sofa,5,20000,15,85000.0,16937.42
3599,2024-03-07,South,Electronics,Laptop,2,50000,10,90000.0,10244.63
3600,2024-06-22,North,Electronics,Tablet,1,15000,0,15000.0,2086.72
3601,2023-06-06,West,Clothing,Shirt,5,1000,15,4250.0,825.76
3602,2024-10-16,North,Clothing,Jacket,4,3000,0,12000.0,1942.47
3603,2023-02-03,East,Furniture,Chair,6,3000,20,14400.0,5615.77
3604,2023-12-27,South,Furniture,Table,2,7000,15,11900.0,1929.05
3605,2024-11-25,West,Electronics,Tablet,2,15000,0,30000.0,5045.98
3606,2024-06-30,East,Clothing,Shirt,2,1000,5,1900.0,590.41
3607,2023-09-20,West,Furniture,Sofa,5,20000,5,95000.0,31993.14
3608,2023-07-01,North,Furniture,Table,1,7000,5,6650.0,1841.38
3609,2023-08-22,South,Furniture,Sofa,1,20000,0,20000.0,5772.29
3610,2024-03-19,East,Clothing,Jeans,4,2000,10,7200.0,1819.36
3611,2024-03-24,North,Clothing,Shirt,1,1000,5,950.0,254.93
3612,2024-04-07,West,Clothing,Jacket,3,3000,20,7200.0,1875.41
3613,2023-06-14,South,Furniture,Chair,3,3000,5,8550.0,1968.49
3614,2024-10-09,East,Furniture,Chair,3,3000,10,8100.0,2129.2
3615,2024-03-05,North,Clothing,Jacket,5,3000,10,13500.0,2405.09
3616,2023-03-08,East,Clothing,Jeans,2,2000,20,3200.0,1275.9
3617,2023-08-29,East,Electronics,Phone,2,20000,10,36000.0,14034.73
3618,2023-09-03,South,Furniture,Sofa,1,20000,15,17000.0,4705.92
3619,2023-10-19,North,Furniture,Sofa,4,20000,10,72000.0,16250.05
3620,2023-07-19,South,Clothing,Jeans,6,2000,20,9600.0,2444.52
3621,2024-01-26,East,Furniture,Chair,2,3000,5,5700.0,772.57
3622,2024-04-03,West,Electronics,Tablet,6,15000,20,72000.0,28276.72
3623,2023-12-26,East,Electronics,Laptop,4,50000,10,180000.0,57374.69
3624,2023-09-05,West,Clothing,Jeans,3,2000,15,5100.0,1615.67
3625,2024-03-23,West,Furniture,Sofa,2,20000,10,36000.0,11732.74
3626,2023-04-21,North,Electronics,Laptop,3,50000,20,120000.0,44499.92
3627,2023-10-30,East,Electronics,Phone,5,20000,5,95000.0,14904.03
3628,2024-04-21,South,Electronics,Tablet,6,15000,20,72000.0,10497.41
3629,2024-11-15,South,Furniture,Chair,1,3000,10,2700.0,464.36
3630,2023-10-22,East,Electronics,Laptop,5,50000,20,200000.0,36723.9
3631,2024-12-06,South,Furniture,Sofa,2,20000,10,36000.0,11915.22
3632,2024-10-01,East,Clothing,Jeans,5,2000,15,8500.0,1907.05
3633,2023-09-17,North,Furniture,Sofa,5,20000,20,80000.0,25684.12
3634,2024-12-15,East,Furniture,Table,3,7000,15,17850.0,5352.33
3635,2024-05-30,West,Electronics,Tablet,5,15000,5,71250.0,20735.5
3636,2023-02-11,West,Electronics,Laptop,6,50000,20,240000.0,83023.18
3637,2024-03-05,North,Clothing,Shirt,5,1000,20,4000.0,1109.43
3638,2024-05-31,East,Furniture,Table,5,7000,10,31500.0,5937.49
3639,2024-07-17,North,Furniture,Table,2,7000,20,11200.0,3628.71
3640,2024-05-06,West,Clothing,Jacket,5,3000,15,12750.0,4379.83
3641,2024-01-15,South,Clothing,Shirt,4,1000,10,3600.0,1046.7
3642,2023-12-13,East,Furniture,Sofa,1,20000,10,18000.0,3719.82
3643,2023-03-20,North,Furniture,Chair,3,3000,10,8100.0,2716.52
3644,2024-07-26,South,Furniture,Table,5,7000,15,29750.0,10955.03
3645,2023-04-02,West,Furniture,Table,2,7000,20,11200.0,1795.49
3646,2023-01-16,South,Furniture,Chair,7,3000,20,16800.0,5184.88
3647,2024-08-14,West,Clothing,Jacket,4,3000,15,10200.0,1720.29
3648,2024-01-01,South,Electronics,Tablet,4,15000,20,48000.0,15871.08
3649,2024-03-02,East,Clothing,Jacket,3,3000,10,8100.0,1911.26
3650,2023-10-25,South,Electronics,Phone,5,20000,15,85000.0,30102.88
3651,2024-02-17,South,Furniture,Table,1,7000,5,6650.0,1006.63
3652,2023-03-09,North,Electronics,Laptop,2,50000,10,90000.0,23469.01
3653,2024-04-29,West,Clothing,Jacket,4,3000,10,10800.0,2645.67
3654,2023-02-27,West,Clothing,Shirt,3,1000,20,2400.0,561.67
3655,2023-04-13,North,Electronics,Tablet,4,15000,5,57000.0,6013.52
3656,2024-11-06,East,Furniture,Sofa,5,20000,5,95000.0,34858.03
3657,2023-08-28,East,Electronics,Tablet,4,15000,20,48000.0,17729.54
3658,2024-06-06,South,Clothing,Shirt,1,1000,0,1000.0,363.29
3659,2024-10-05,North,Clothing,Jacket,4,3000,10,10800.0,2250.03
3660,2023-06-23,North,Electronics,Phone,4,20000,5,76000.0,14461.04
3661,2024-04-19,North,Clothing,Jeans,5,2000,10,9000.0,1740.67
3662,2023-04-17,West,Electronics,Phone,3,20000,5,57000.0,16223.62
3663,2023-04-27,West,Furniture,Table,3,7000,5,19950.0,7861.5
3664,2024-03-31,North,Electronics,Phone,4,20000,20,64000.0,6680.61
3665,2024-02-10,North,Furniture,Sofa,5,20000,5,95000.0,32949.4
3666,2023-10-18,South,Clothing,Shirt,6,1000,20,4800.0,688.78
3667,2023-06-04,West,Furniture,Sofa,5,20000,15,85000.0,8870.38
3668,2024-02-20,East,Clothing,Jacket,5,3000,5,14250.0,3531.21
3669,2024-01-03,West,Electronics,Laptop,1,50000,5,47500.0,13218.01
3670,2023-09-23,North,Electronics,Phone,1,20000,15,17000.0,5673.34
3671,2023-05-12,North,Furniture,Sofa,4,20000,5,76000.0,16762.91
3672,2023-09-15,South,Furniture,Chair,6,3000,20,14400.0,1546.7
3673,2024-05-06,West,Clothing,Jacket,5,3000,10,13500.0,2187.89
3674,2024-07-23,West,Electronics,Phone,3,20000,0,60000.0,6881.23
3675,2024-04-21,North,Clothing,Shirt,5,1000,0,5000.0,921.54
3676,2023-09-10,West,Furniture,Chair,2,3000,0,6000.0,1838.51
3677,2023-08-10,East,Electronics,Laptop,1,50000,15,42500.0,9941.71
3678,2024-04-24,West,Electronics,Tablet,4,15000,0,60000.0,8123.09
3679,2024-03-19,East,Furniture,Table,5,7000,10,31500.0,7926.95
3680,2024-11-23,East,Furniture,Sofa,6,20000,20,96000.0,37100.8
3681,2024-06-01,West,Clothing,Jacket,3,3000,0,9000.0,1883.74
3682,2023-09-01,East,Electronics,Laptop,4,50000,10,180000.0,29310.1
3683,2024-10-31,North,Clothing,Shirt,2,1000,10,1800.0,206.24
3684,2023-05-25,East,Electronics,Laptop,3,50000,10,135000.0,40664.33
3685,2024-01-17,North,Electronics,Phone,1,20000,5,19000.0,6121.53
3686,2023-03-25,West,Electronics,Phone,3,20000,20,48000.0,16850.95
3687,2024-07-22,North,Electronics,Phone,3,20000,5,57000.0,12872.61
3688,2023-04-16,South,Electronics,Phone,3,20000,5,57000.0,8258.86
3689,2023-09-01,South,Furniture,Table,5,7000,20,28000.0,5840.71
3690,2024-02-19,North,Electronics,Phone,2,20000,20,32000.0,10050.59
3691,2023-08-28,West,Electronics,Laptop,4,50000,0,200000.0,21738.25
3692,2024-01-13,West,Electronics,Laptop,1,50000,0,50000.0,10990.57
3693,2023-08-28,West,Clothing,Shirt,5,1000,5,4750.0,1138.74
3694,2023-03-05,South,Clothing,Jeans,5,2000,10,9000.0,1127.11
3695,2023-12-07,North,Clothing,Shirt,1,1000,5,950.0,139.44
3696,2023-10-20,West,Furniture,Chair,5,3000,5,14250.0,5451.4
3697,2023-09-22,North,Clothing,Jacket,2,3000,15,5100.0,1520.3
3698,2024-05-19,West,Clothing,Shirt,6,1000,20,4800.0,1474.13
3699,2024-07-14,West,Clothing,Jacket,3,3000,10,8100.0,1997.41
3700,2023-12-23,North,Furniture,Table,5,7000,0,35000.0,12421.18
3701,2024-12-19,South,Furniture,Table,4,7000,5,26600.0,3708.35
3702,2024-01-08,South,Furniture,Chair,4,3000,5,11400.0,3466.11
3703,2023-06-02,West,Clothing,Shirt,2,1000,0,2000.0,442.67
3704,2023-07-13,North,Clothing,Jacket,4,3000,10,10800.0,2481.92
3705,2023-01-13,South,Electronics,Phone,5,20000,15,85000.0,22249.27
3706,2024-10-18,East,Clothing,Jeans,3,2000,10,5400.0,1337.79
3707,2023-10-29,North,Furniture,Chair,4,3000,20,9600.0,2300.16
3708,2023-12-08,East,Furniture,Table,5,7000,0,35000.0,12059.97
3709,2024-04-20,West,Clothing,Shirt,2,1000,10,1800.0,246.74
3710,2023-02-23,West,Electronics,Phone,2,20000,15,34000.0,6768.05
3711,2024-06-10,North,Electronics,Laptop,3,50000,15,127500.0,21363.53
3712,2024-01-24,East,Clothing,Shirt,3,1000,20,2400.0,708.44
3713,2023-06-17,South,Electronics,Phone,4,20000,15,68000.0,18412.86
3714,2023-08-08,East,Clothing,Jacket,3,3000,5,8550.0,2435.0
3715,2024-02-25,North,Clothing,Jeans,4,2000,0,8000.0,852.64
3716,2023-02-09,East,Electronics,Tablet,2,15000,5,28500.0,5275.68
3717,2024-12-05,North,Clothing,Jeans,2,2000,20,3200.0,1009.66
3718,2024-08-21,North,Electronics,Laptop,1,50000,5,47500.0,13704.96
3719,2023-08-17,North,Clothing,Shirt,1,1000,5,950.0,367.22
3720,2023-01-25,East,Furniture,Sofa,5,20000,20,80000.0,8047.51
3721,2023-07-16,North,Clothing,Jeans,5,2000,15,8500.0,2096.4
3722,2024-06-20,South,Clothing,Jacket,2,3000,0,6000.0,1833.39
3723,2023-04-11,West,Electronics,Phone,2,20000,5,38000.0,10424.87
3724,2023-01-11,West,Clothing,Jacket,3,3000,5,8550.0,2569.07
3725,2023-03-06,West,Furniture,Table,4,7000,20,22400.0,4185.68
3726,2024-11-24,South,Furniture,Chair,1,3000,15,2550.0,824.61
3727,2024-02-10,North,Furniture,Sofa,5,20000,20,80000.0,27487.39
3728,2024-05-03,East,Electronics,Phone,4,20000,10,72000.0,20990.4
3729,2023-10-30,North,Electronics,Laptop,3,50000,0,150000.0,25231.59
3730,2023-02-01,West,Clothing,Jacket,4,3000,5,11400.0,1568.94
3731,2024-10-10,East,Clothing,Jeans,4,2000,20,6400.0,2348.46
